business_name,tier,channel,opportunity,gaps,dm_draft,status,notes,owner_name,phone,email,instagram,facebook,website,website_status,address,city,category,rating,reviews,google_maps_url,date_added,key
La Bicicleta Food Truck,A,Needs research,6,social page only; no Instagram; few reviews,"Hi there! I came across La Bicicleta Food Truck in Aurora — great reviews, but a social page is doing all the work a website should be doing. I build simple sites for mexican restaurants that turn Google searches into booked appointments — mind if I share a quick idea here?",,,,+1 720-723-8768,,,,https://www.facebook.com/share/1CQH6WRXbf/,social-only,"15200 E Colfax Ave Unit B, Aurora, CO 80011",Aurora,Mexican restaurant,4.1,43.0,"https://www.google.com/maps/place/La+Bicicleta+Food+Truck/@39.7380588,-104.81147759999999,14z/data=!4m8!1m2!2m1!1sLa+Bicicleta+Food+Truck!3m4!1s0x876c6306590315f9:0x3af23611038b5207!8m2!3d39.7380588!4d-104.81147759999999",2026-07-15,ChIJ-RUDWQZjbIcRB1KLAxE28jo
Los Güeros Food Truck,A,Needs research,6,no website; no Instagram; few reviews,"Hi there! I came across Los Güeros Food Truck in Aurora — great reviews, but I noticed people can't book or browse you online yet. I build simple sites for mexican restaurants that turn Google searches into booked appointments — mind if I share a quick idea here?",,,,+1 303-990-7975,,,,,none,"20418 E Colfax Ave, Aurora, CO 80018",Aurora,Mexican restaurant,4.8,36.0,"https://www.google.com/maps/place/Los+G%C3%BCeros+Food+Truck/@39.739179799999995,-104.7492613,14z/data=!4m8!1m2!2m1!1sLos+G%C3%BCeros+Food+Truck!3m4!1s0x876c65d982acdf1b:0x4f9373b1f0c9e0e1!8m2!3d39.739179799999995!4d-104.7492613",2026-07-15,ChIJG9-sgtllbIcR4eDJ8LFzk08
No Ke Aloha,C,Email,2,no Instagram,Hi there! No Ke Aloha stood out — 4.9★ across 353 reviews is no accident. I help restaurants turn that reputation into more booked appointments without leaning harder on ads — mind if I share a quick idea here?,,,,+1 720-492-4321,askus@nokealoha.com,,,http://www.nokealoha.com/,real,"854 S Buckley Rd, Aurora, CO 80017",Aurora,Restaurant,4.9,353.0,"https://www.google.com/maps/place/No+Ke+Aloha/@39.7011525,-104.7901156,14z/data=!4m8!1m2!2m1!1sNo+Ke+Aloha!3m4!1s0x876c6376fa13c5df:0xdb9e968b71f02ce3!8m2!3d39.7011525!4d-104.7901156",2026-07-15,ChIJ38UT-nZjbIcR4yzwcYuWnts
Big belly brothers bbq,C,DM,0,,Hi there! Big belly brothers bbq stood out — 4.6★ across 423 reviews is no accident. I help restaurants turn that reputation into more booked appointments without leaning harder on ads — mind if I share a quick idea here?,,,,+1 983-214-9478,bigbellybrothersbbq@gmail.com,https://www.instagram.com/bigbellybrothersbbq,https://www.facebook.com/bigbellybrothersbbq,https://www.bigbellybrothersbbq.com/,real,"11601 E Montview Blvd, Aurora, CO 80010",Aurora,Restaurant,4.6,423.0,"https://www.google.com/maps/place/Big+belly+brothers+bbq/@39.747625299999996,-104.8526902,14z/data=!4m8!1m2!2m1!1sBig+belly+brothers+bbq!3m4!1s0x876c7ddbc154be43:0x1773b6ee55002b19!8m2!3d39.747625299999996!4d-104.8526902",2026-07-15,ChIJQ75Uwdt9bIcRGSsAVe62cxc
El Zarandiao,B,DM,6,social page only; no Instagram; few reviews,"Hi there! I came across El Zarandiao in Aurora — great reviews, but a social page is doing all the work a website should be doing. I build simple sites for restaurants that turn Google searches into booked appointments — mind if I share a quick idea here?",,,,+1 720-500-3139,,,https://www.facebook.com/el.zarandiao.3,https://www.facebook.com/el.zarandiao.3,social-only,"15109 E Colfax Ave, Aurora, CO 80011",Aurora,Restaurant,4.9,21.0,"https://www.google.com/maps/place/El+Zarandiao/@39.7397971,-104.81160109999999,14z/data=!4m8!1m2!2m1!1sEl+Zarandiao!3m4!1s0x876c639526cae359:0x6fc6de17a1a75984!8m2!3d39.7397971!4d-104.81160109999999",2026-07-15,ChIJWePKJpVjbIcRhFmnoRfexm8
Tacos Y Machetes la Carpa,C,Email,2,no Instagram,Hi Cleo! I came across Tacos Y Machetes la Carpa in Aurora and loved what you're doing. I help mexican restaurants get found by more local customers on Google — mind if I share a quick idea here?,,,Cleo Fitzgerald,+1 720-620-9455,Cfitzg6505@aol.Com,,,http://lacarpatacosymachetes.com/,real,"15540 E 6th Ave, Aurora, CO 80011",Aurora,Mexican restaurant,4.3,222.0,"https://www.google.com/maps/place/Tacos+Y+Machetes+la+Carpa/@39.7244303,-104.80800119999999,14z/data=!4m8!1m2!2m1!1sTacos+Y+Machetes+la+Carpa!3m4!1s0x876c63e6932ba961:0xe12b84da28bb21fc!8m2!3d39.7244303!4d-104.80800119999999",2026-07-15,ChIJYakrk-ZjbIcR_CG7KNqEK-E
ArepasCO LLC,A,Needs research,6,no website; no Instagram; few reviews,"Hi there! I came across ArepasCO LLC in Aurora — great reviews, but I noticed people can't book or browse you online yet. I build simple sites for mobile caterers that turn Google searches into booked appointments — mind if I share a quick idea here?",,,,+1 720-518-0986,,,,,none,"12011 E Iliff Ave, Aurora, CO 80014",Aurora,Mobile caterer,4.1,35.0,"https://www.google.com/maps/place/ArepasCO+LLC/@39.6752442,-104.84814329999999,14z/data=!4m8!1m2!2m1!1sArepasCO+LLC!3m4!1s0x876c87d9c316688d:0x901373c8a3f7997e!8m2!3d39.6752442!4d-104.84814329999999",2026-07-15,ChIJjWgWw9mHbIcRfpn3o8hzE5A
Tacos-Guerrero Food Truck,B,Needs research,6,no website; no Instagram; few reviews,"Hi there! I came across Tacos-Guerrero Food Truck in Aurora — great reviews, but I noticed people can't book or browse you online yet. I build simple sites for fast food restaurants that turn Google searches into booked appointments — mind if I share a quick idea here?",,,,+1 720-900-7257,,,,,none,"Junto a Harbor Freight Tools, 13668 E Alameda Ave, Aurora, CO 80012",Aurora,Fast food restaurant,4.4,17.0,"https://www.google.com/maps/place/Tacos-Guerrero+Food+Truck/@39.7108892,-104.8306018,14z/data=!4m8!1m2!2m1!1sTacos-Guerrero+Food+Truck!3m4!1s0x876c63d6b20bbad9:0xb5f5c0b4951e538f!8m2!3d39.7108892!4d-104.8306018",2026-07-15,ChIJ2boLstZjbIcRj1MelbTA9bU
Órale Way! Food Truck,A,Needs research,5,no website; no Instagram,"Hi there! I came across Órale Way! Food Truck in Aurora — great reviews, but I noticed people can't book or browse you online yet. I build simple sites for mexican restaurants that turn Google searches into booked appointments — mind if I share a quick idea here?",,,,+1 720-365-4542,,,,,none,"3651 N Tower Dr, Aurora, CO 80011",Aurora,Mexican restaurant,4.5,115.0,"https://www.google.com/maps/place/%C3%93rale+Way%21+Food+Truck/@39.7813778,-104.770787,14z/data=!4m8!1m2!2m1!1s%C3%93rale+Way%21+Food+Truck!3m4!1s0x876c639984515bad:0x76091c0889f68672!8m2!3d39.7813778!4d-104.770787",2026-07-15,ChIJrVtRhJljbIcRcob2iQgcCXY
Tacos Guerrero,B,Needs research,6,no website; no Instagram; few reviews,"Hi there! I came across Tacos Guerrero in Aurora — great reviews, but I noticed people can't book or browse you online yet. I build simple sites for mexican restaurants that turn Google searches into booked appointments — mind if I share a quick idea here?",,,,,,,,,none,"15200 E Colfax Ave, Aurora, CO 80011",Aurora,Mexican restaurant,5.0,12.0,"https://www.google.com/maps/place/Tacos+Guerrero/@39.7395139,-104.81228399999999,14z/data=!4m8!1m2!2m1!1sTacos+Guerrero!3m4!1s0x876c635edcff2277:0xf10382d6e853d55d!8m2!3d39.7395139!4d-104.81228399999999",2026-07-15,ChIJdyL_3F5jbIcRXdVT6NaCA_E
Tacos Del Valle Inc,D,DM,1,few reviews,Hi there! Tacos Del Valle Inc stood out — 4.5★ across 10 reviews is no accident. I help restaurants turn that reputation into more booked appointments without leaning harder on ads — mind if I share a quick idea here?,,,,+1 303-356-7167,,https://www.instagram.com/yourpage,,http://tacotruckdnvr.com/,real,"10100 E Montview Blvd, Aurora, CO 80010",Aurora,Restaurant,4.5,10.0,"https://www.google.com/maps/place/Tacos+Del+Valle+Inc/@39.7471131,-104.87020369999999,14z/data=!4m8!1m2!2m1!1sTacos+Del+Valle+Inc!3m4!1s0x876c637b3263d459:0xfd55299357b8075a!8m2!3d39.7471131!4d-104.87020369999999",2026-07-15,ChIJWdRjMntjbIcRWge4V5MpVf0
Tacos el Reydesel,A,DM,5,social page only; no Instagram,"Hi there! I came across Tacos el Reydesel in Aurora — great reviews, but a social page is doing all the work a website should be doing. I build simple sites for mexican restaurants that turn Google searches into booked appointments — mind if I share a quick idea here?",,,,+1 720-245-5376,,,https://www.facebook.com/TeeNDaess,https://m.facebook.com/TeeNDaess/,social-only,"15200 E Colfax Ave, Aurora, CO 80011",Aurora,Mexican restaurant,4.2,58.0,"https://www.google.com/maps/place/Tacos+el+Reydesel/@39.738492199999996,-104.81171859999999,14z/data=!4m8!1m2!2m1!1sTacos+el+Reydesel!3m4!1s0x876c635920242a4f:0xe72607b803e04f83!8m2!3d39.738492199999996!4d-104.81171859999999",2026-07-15,ChIJTyokIFljbIcRg0_gA7gHJuc
Loma Bonita Kitchen LLC,B,Needs research,6,no website; no Instagram; few reviews,"Hi there! I came across Loma Bonita Kitchen LLC in Aurora — great reviews, but I noticed people can't book or browse you online yet. I build simple sites for mexican restaurants that turn Google searches into booked appointments — mind if I share a quick idea here?",,,,+1 720-876-7252,,,,,none,"1701s S Havana St, Aurora, CO 80012",Aurora,Mexican restaurant,4.6,18.0,"https://www.google.com/maps/place/Loma+Bonita+Kitchen+LLC/@39.6846165,-104.8679004,14z/data=!4m8!1m2!2m1!1sLoma+Bonita+Kitchen+LLC!3m4!1s0x876c7d002d78c8d9:0x916485300d2d21a7!8m2!3d39.6846165!4d-104.8679004",2026-07-15,ChIJ2ch4LQB9bIcRpyEtDTCFZJE
Tacos El Sinaloa,A,Needs research,6,no website; no Instagram; few reviews,"Hi there! I came across Tacos El Sinaloa in Aurora — great reviews, but I noticed people can't book or browse you online yet. I build simple sites for mexican restaurants that turn Google searches into booked appointments — mind if I share a quick idea here?",,,,+1 720-404-4914,,,,,none,"754 Peoria St, Aurora, CO 80011",Aurora,Mexican restaurant,4.4,42.0,"https://www.google.com/maps/place/Tacos+El+Sinaloa/@39.7278883,-104.8468918,14z/data=!4m8!1m2!2m1!1sTacos+El+Sinaloa!3m4!1s0x876c7ccd17d5deb9:0xe0e2e2c25d392284!8m2!3d39.7278883!4d-104.8468918",2026-07-15,ChIJud7VF818bIcRhCI5XcLi4uA
La Morena Food Truck Aurora,D,DM,1,few reviews,Hi there! I came across La Morena Food Truck Aurora in Aurora and loved what you're doing. I help mexican restaurants get found by more local customers on Google — mind if I share a quick idea here?,,,,+1 720-315-8907,lamorenamexican@gmail.com,https://www.instagram.com/la.morena_homemade,https://www.facebook.com/lamorenamexican,https://www.lamorenamexrest.com/foodtruck/,real,"13800 E Mississippi Ave Local 2, Aurora, CO 80012",Aurora,Mexican restaurant,4.3,6.0,"https://www.google.com/maps/place/La+Morena+Food+Truck+Aurora/@39.6963115,-104.82788989999999,14z/data=!4m8!1m2!2m1!1sLa+Morena+Food+Truck+Aurora!3m4!1s0x876c6397f77d0597:0x400bc9cdafaa67cb!8m2!3d39.6963115!4d-104.82788989999999",2026-07-15,ChIJlwV995djbIcRy2eqr83JC0A
Tacos Colorado,A,Needs research,5,no website; no Instagram,"Hi there! I came across Tacos Colorado in Aurora — great reviews, but I noticed people can't book or browse you online yet. I build simple sites for restaurants that turn Google searches into booked appointments — mind if I share a quick idea here?",,,,,,,,,none,"1502 Ironton St, Aurora, CO 80010",Aurora,Restaurant,3.7,63.0,"https://www.google.com/maps/place/Tacos+Colorado/@39.7402989,-104.8634058,14z/data=!4m8!1m2!2m1!1sTacos+Colorado!3m4!1s0x876c7d758af4ae21:0xf8388d9664f5b3f5!8m2!3d39.7402989!4d-104.8634058",2026-07-15,ChIJIa70inV9bIcR9bP1ZJaNOPg
Essential Hibachi Food Truck,D,Needs research,3,no Instagram; few reviews,Hi there! I came across Essential Hibachi Food Truck in Aurora and loved what you're doing. I help japanese restaurants get found by more local customers on Google — mind if I share a quick idea here?,,,,,,,,https://essentialhibachi.smartonlineorder.com/,real,"Aurora, CO 80011",Aurora,Japanese restaurant,,,"https://www.google.com/maps/place/Essential+Hibachi+Food+Truck/@39.7542465,-104.7871004,14z/data=!4m8!1m2!2m1!1sEssential+Hibachi+Food+Truck!3m4!1s0x876c630053c0f83f:0x47a8f4975f495268!8m2!3d39.7542465!4d-104.7871004",2026-07-15,ChIJP_jAUwBjbIcRaFJJX5f0qEc
Heritage Medical n Day Spa LLC,C,DM,1,no ad tracking,Hi there! Heritage Medical n Day Spa LLC stood out — 5★ across 50 reviews is no accident. I help skin care clinics turn that reputation into more booked appointments without leaning harder on ads — mind if I share a quick idea here?,,,,+1 720-766-9205,amkryukov@gmail.com,https://www.instagram.com/sheilahms,https://www.facebook.com/hms.skincaretherapy.net,https://www.heritagemedicalspa.com/,real,"1838 S Quintero Way, Aurora, CO 80017",Aurora,Skin care clinic,5.0,50.0,"https://www.google.com/maps/place/Heritage+Medical+n+Day+Spa+LLC/@39.684463099999995,-104.7857373,14z/data=!4m8!1m2!2m1!1sHeritage+Medical+n+Day+Spa+LLC!3m4!1s0x876c63d10ad64631:0x162cc580d8fddc9d!8m2!3d39.684463099999995!4d-104.7857373",2026-07-28,ChIJMUbWCtFjbIcRndz92IDFLBY
Ina Skin,D,DM,2,no ad tracking; few reviews,Hi there! Ina Skin stood out — 5★ across 11 reviews is no accident. I help medical spas turn that reputation into more booked appointments without leaning harder on ads — mind if I share a quick idea here?,,,,+1 720-477-3784,info@serotamd.com,https://www.instagram.com/serotamd,https://www.facebook.com/SerotaSkincare,http://inamedspa.com/,real,"5550 S Parker Rd, Aurora, CO 80015",Aurora,Medical spa,5.0,11.0,"https://www.google.com/maps/place/Ina+Skin/@39.6164753,-104.81491059999999,14z/data=!4m8!1m2!2m1!1sIna+Skin!3m4!1s0x876c637453e381f9:0x65e4367299e3fcb7!8m2!3d39.6164753!4d-104.81491059999999",2026-07-28,ChIJ-YHjU3RjbIcRt_zjmXI25GU
Aurora Medical Spa,C,DM,1,no ad tracking,Hi Monica! Aurora Medical Spa stood out — 5★ across 158 reviews is no accident. I help medical spas turn that reputation into more booked appointments without leaning harder on ads — mind if I share a quick idea here?,,,Monica Granda (Administrative Manager),+1 720-734-1126,m0nifax@hotmail.com,https://instagram.com/aurora_medspa,http://www.facebook.com/auroramedspa,https://www.auroramedicalspa.com/castle-rock-co/%3Futm_source%3DGMBlisting%26utm_medium%3Dorganic%26utm_campaign%3Dcastle-rock,real,"6380 Promenade Pkwy #120, Castle Rock, CO 80108",Castle Rock,Medical spa,5.0,158.0,"https://www.google.com/maps/place/Aurora+Medical+Spa/@39.4227144,-104.87672579999999,14z/data=!4m8!1m2!2m1!1sAurora+Medical+Spa!3m4!1s0x876c99edbed25733:0xff33bdb4adada6b9!8m2!3d39.4227144!4d-104.87672579999999",2026-07-28,ChIJM1fSvu2ZbIcRuaatrbS9M_8
Evolv Wellness MedSpa,D,DM,2,no ad tracking; few reviews,Hi there! Evolv Wellness MedSpa stood out — 4.6★ across 25 reviews is no accident. I help medical spas turn that reputation into more booked appointments without leaning harder on ads — mind if I share a quick idea here?,,,,+1 720-661-9024,hello@evolvdenver.com,https://www.instagram.com/evolv_denver,,https://evolvwellnessmedspa.com/,real,"2513 Elmira St, Aurora, CO 80010",Aurora,Medical spa,4.6,25.0,"https://www.google.com/maps/place/Evolv+Wellness+MedSpa/@39.7531913,-104.8731031,14z/data=!4m8!1m2!2m1!1sEvolv+Wellness+MedSpa!3m4!1s0x876c7b83c7e3ce6b:0x48e9cf11953cd5dc!8m2!3d39.7531913!4d-104.8731031",2026-07-28,ChIJa87jx4N7bIcR3NU8lRHP6Ug
Havana Sauna,C,Email,3,no Instagram; no ad tracking,Hi there! I came across Havana Sauna in Aurora and loved what you're doing. I help spas get found by more local customers on Google — mind if I share a quick idea here?,,,,+1 303-745-7377,webmaster@havanahealthsauna.com,,,https://www.havanahealthsauna.com/,real,"2020 S Havana St, Aurora, CO 80014",Aurora,Spa,4.0,559.0,"https://www.google.com/maps/place/Havana+Sauna/@39.679425099999996,-104.8651112,14z/data=!4m8!1m2!2m1!1sHavana+Sauna!3m4!1s0x876c7d5db52e49c3:0xaa528368e6230672!8m2!3d39.679425099999996!4d-104.8651112",2026-07-28,ChIJw0kutV19bIcRcgYj5miDUqo
Simply Amazing Spa,C,DM,0,,Hi there! Simply Amazing Spa stood out — 4.8★ across 129 reviews is no accident. I help medical spas turn that reputation into more booked appointments without leaning harder on ads — mind if I share a quick idea here?,,,,+1 720-371-6509,sebastian@aldusleaf.org,https://www.instagram.com/simplyamazingspa,https://www.facebook.com/236519626543767,https://www.simplyamazingspa.com/,real,"13741 E Rice Pl #101, Aurora, CO 80015",Aurora,Medical spa,4.8,129.0,"https://www.google.com/maps/place/Simply+Amazing+Spa/@39.636491,-104.8272947,14z/data=!4m8!1m2!2m1!1sSimply+Amazing+Spa!3m4!1s0x876c88f085bafa15:0xb97827f34eb1b3a!8m2!3d39.636491!4d-104.8272947",2026-07-28,ChIJFfq6hfCIbIcROhvrNH-Clws
Always Beautiful Medspa,C,DM,1,no ad tracking,Hi Cole! Always Beautiful Medspa stood out — 4.7★ across 211 reviews is no accident. I help medical spas turn that reputation into more booked appointments without leaning harder on ads — mind if I share a quick idea here?,,,Cole Stengel (Chief Financial Officer),+1 720-280-7016,cole@alwaysbeautiful.net,https://www.instagram.com/alwaysbeautiful.medspa,https://www.facebook.com/alwaysbeautifulmedispa,https://www.alwaysbeautiful.net/,real,"6240 S Main St #225, Aurora, CO 80016",Aurora,Medical spa,4.7,211.0,"https://www.google.com/maps/place/Always+Beautiful+Medspa/@39.603245199999996,-104.7084381,14z/data=!4m8!1m2!2m1!1sAlways+Beautiful+Medspa!3m4!1s0x876c8c7cd670b20f:0xfdb27108d5f408f4!8m2!3d39.603245199999996!4d-104.7084381",2026-07-28,ChIJD7Jw1nyMbIcR9Aj01Qhxsv0
Tatiana's European Medical Spa,B,Email,6,booking link only; no Instagram; few reviews,Hi there! I came across Tatiana's European Medical Spa in Aurora — you're sending people straight to a booking link with no real front door. I build simple sites for medical spas that give that booking button somewhere to live — mind if I share a quick idea here?,,,,+1 303-304-0203,hi@mystore.com,,,https://tatianas-european-nails.square.site/,booking-only,"3000 S Jamaica Ct Ste 370, Aurora, CO 80014",Aurora,Medical spa,5.0,23.0,"https://www.google.com/maps/place/Tatiana%27s+European+Medical+Spa/@39.6614685,-104.8617895,14z/data=!4m8!1m2!2m1!1sTatiana%27s+European+Medical+Spa!3m4!1s0x876c87f9f519f39b:0xa27ef3e71baedf9!8m2!3d39.6614685!4d-104.8617895",2026-07-28,ChIJm_MZ9fmHbIcR-e26cT7vJwo
Aurora Medical Spa,C,DM,1,no ad tracking,Hi there! Aurora Medical Spa stood out — 5★ across 165 reviews is no accident. I help medical spas turn that reputation into more booked appointments without leaning harder on ads — mind if I share a quick idea here?,,,,+1 720-500-9626,info@auroramedicalspacomo.com,https://instagram.com/aurora_medspa,http://www.facebook.com/auroramedspa,https://www.auroramedicalspa.com/colorado-springs-co/%3Futm_source%3DGMBlisting%26utm_medium%3Dorganic%26utm_campaign%3Dcolorado-springs,real,"7160 N Academy Blvd, Colorado Springs, CO 80920",Colorado Springs,Medical spa,5.0,165.0,"https://www.google.com/maps/place/Aurora+Medical+Spa/@38.9366719,-104.7989077,14z/data=!4m8!1m2!2m1!1sAurora+Medical+Spa!3m4!1s0x87134fdb872f3e13:0x5dd633d7736dcea3!8m2!3d38.9366719!4d-104.7989077",2026-07-28,ChIJEz4vh9tPE4cRo85tc9cz1l0
